id,name,authors,original_price,price,categories,all_time_quantity_sold,rating_average,review_count,pages,manuafacture
188930500,Người Bà Tài Giỏi Vùng Saga – Tập 5,Yoshichi Shimada,52000,44200,"Truyện Tranh, Manga, Comic",1,0,0,200.00,Nhà Xuất Bản Phụ Nữ
394438,Giấy Excel A4 DL80 ,,68000,68000,Giấy in - Fax - Photo,1047,4.8,80,,
196305161,Cơ Thể Con Là Của Con (Tái bản 2022),Dagmar Geisler,75000,67500,Cẩm nang làm cha mẹ,,0,0,34.00,Nhà Xuất Bản Thế Giới
107773093,"Hộp màu 150 chi tiết cho bé, bộ màu vẽ đa năng cho bé thỏa thích tô - MAU150",,63799,63799,Bút lông cứng,201,4.6,21,,
730782,Tuần Của Bé Tháng 7 - Bé Trung Thực,Dương Hà Ngân,23000,11500,Root,519,5,45,,Nhà Xuất Bản Mỹ Thuật
189642774,Thay Đổi Vận Mệnh Từ Bàn Tay,Sandra Kynes,128000,101000,Tôn Giáo - Tâm Linh Khác,67,5,4,351.00,Nhà Xuất Bản Hồng Đức
66464344,Sài Gòn Đất Và Người (Tái Bản 2020),Nguyễn Thanh Lợi,165000,132000,Châu Á,2,0,0,432.00,Nhà Xuất Bản Tổng hợp TP.HCM
10144818,20 bong bóng cao su nhiều màu,,45000,35000,Phụ kiện - vật liệu trang trí - khác,785,4.8,48,,
197142885,Sách Pháp Y Tần Minh : Búp Bê ( Tặng sổ tay xương rồng ),Pháp Y Tần Minh,199000,169150,Truyện trinh thám,119,5,22,448.00,Nhà Xuất Bản Văn Học
192377680,"Cách Dạy, Cách Học, Cách Sống Trong Thế Kỷ XXI: Khảo Sát Triết Lý Giáo Dục Của Dewey Và Makiguchi Để Đưa Ra Phương Thức Giáo Dục Mới Cho Nhân Loại",Daisaku Ikeda,145000,102000,Sách giáo dục,46,5,4,352.00,Nhà Xuất Bản Chính Trị Quốc Gia
174444190,Người Bên Gối,Khốn Ỷ Nguy Lâu,119000,89300,Truyện Chữ Đam Mỹ,427,5,141,236.00,Nhà Xuất Bản Hà Nội
180400055,Thất Lạc Cõi Người (Tái Bản 2022),Dazai Osamu,119000,101150,Tiểu Thuyết Phương Đông,36,4.7,3,,Nhà Xuất Bản Hội Nhà Văn
59010153,100 Kỹ Năng Sinh Tồn,Clint Emerson,99000,71280,Kiến thức - Bách khoa,2232,4.8,426,272.00,Nhà Xuất Bản Thanh Niên
13443886,Giáo Trình Chuẩn HSK 3 Bài Học (Kèm file MP3) - Tái Bản,Khương Lệ Bình,288000,216000,Nhà Sách Tiki,1986,4.8,335,208.00,Nhà Xuất Bản Tổng hợp TP.HCM
105835879,Gôm tẩy học sinh Deli đủ màu - 20 chiếc -  7533,,36000,20000,Gôm tẩy chì,724,5,67,,
56609155,Trường Ca Achilles (Quà Tặng Kèm: 01 Bookmark + 01 Phụ Lục),Madeline Miller,156000,114000,Tiểu Thuyết Phương Tây,2591,5,622,444.00,Nhà Xuất Bản Kim Đồng
1823525,Series Địch Công Kỳ Án: Đạo Quán Có Ma,Robert Van Gulik,79000,39500,Sách tiếng Việt,304,4.8,34,229.00,Nhà Xuất Bản Văn Học
185435307,Thần Mộc Cào Bất Tận – Tập 2,Lục Dã Thiên Hạc,166000,119000,Truyện đam mỹ,974,4.8,349,512.00,Nhà Xuất Bản Dân Trí
644083,Thời Gian Để Sống Và Thời Gian Để Chết,Erich Maria Remarque,100000,90000,Truyện ngắn - Tản văn - Tạp Văn Nước Ngoài,,0,0,488.00,Nhà Xuất Bản Văn Học
186290796,Còn chút gì để nhớ (Tái Bản 2022),Nguyễn Nhật Ánh,43000,34400,Truyện ngắn - Tản văn - Tạp Văn Việt Nam,898,5,105,220.00,NXB Trẻ
192475874,Tôi Muốn Vì Bạn Mà Trở Thành Người Tốt,Yoo Kwi Sun,86000,68600,Sách Chữa Lành,,0,0,152.00,Nhà Xuất Bản Thanh Niên
161930883,Thói Quen Thứ 8 - Từ Hiệu Quả Đến Vĩ Đại (Bìa Mềm),Stephen R. Covey,114900,114900,Root,,0,0,271.00,Nhà Xuất Bản Tổng hợp TP.HCM
73268489,Những Ông Trùm Tài Chính,Liaquat Ahamed,299000,180000,Sách tiếng Việt,417,4.8,66,632.00,Nhà Xuất Bản Thế Giới
166525103,NFT – Cuộc Cách Mạng Công Nghệ Tiếp Nối Blockchain Và Kỷ Nguyên Tiền Điện Tử,Marc Beckman,159000,116000,Tiền kỹ thuật số,710,4.7,95,296.00,Nhà Xuất Bản Công Thương
52332414,"Nghi thức trì Chú Đại Bi, Chú Dược Sư & Niệm Phật A Di Đà ",Thích Nhật Từ,19000,19000,Phật giáo,2017,5,268,76.00,Nhà Xuất Bản Hồng Đức
185903114,Bài tập Thực hành tiếng Anh 6 (Có đáp án) - Dùng kèm SGK TA 6 GLOBAL SUCCESS,Mai Lan Hương - Nguyễn Thị Thanh Tâm,60000,45000,Sách Giáo Khoa Cấp 2,215,5,21,136.00,Nhà Xuất Bản Đà Nẵng
111165275,Cao Thủ Đổi Đen Thay Trắng - Tập 3 (Dành Cho 18+),Phong Thư Lưu Ngốc,149000,112000,Truyện Chữ Đam Mỹ,471,5,156,456.00,Nhà Xuất Bản Hà Nội
120509490,Thương Nhớ Mười Hai (Việt Nam Danh Tác) (Tái Bản),Vũ Bằng,99000,74200,Truyện ngắn - Tản văn - Tạp Văn Việt Nam,1986,5,256,344.00,Nhà Xuất Bản Hội Nhà Văn
194959711,Đao Ngữ (Katanagatari) 3,Nisio Isin,120000,90000,Light novel,88,4.8,9,232.00,Nhà Xuất Bản Hội Nhà Văn
194960237,Dược Sư Tự Sự (Light-Novel) – Tập 2,Nhiều tác giả,110000,99000,"Truyện Tranh, Manga, Comic",1,0,0,436.00,Nhà Xuất Bản Kim Đồng
185243203,Tiếng Anh 10 Bright Workbook (Sách bài tập),,65000,65000,ELTs,350,5,25,,Nhà Xuất Bản Đại Học Huế
160754106,Nghiên Cứu Phân Tâm Học,Sigmund Freud,135000,99800,Sách tư duy - Kỹ năng sống,581,4.7,60,348.00,Nhà Xuất Bản Thế Giới
161929579,Fullmetal Alchemist - Cang Giả Kim Thuật Sư - Fullmetal Edition Tập 13 [Tặng Kèm Bookmark PVC],Hiromu Arakawa,69000,62100,"Truyện Tranh, Manga, Comic",801,4.7,122,252.00,Nhà Xuất Bản Kim Đồng
138934615,Tô Màu Phát Triển Trí Não Bộ Cho Bé 1-5 Tuổi - Tập 4,Phạm Ngọc Điệp,16000,12500,Tô màu - Luyện chữ  ,209,5,27,10.00,Nhà Xuất Bản Dân Trí
50269973,Biểu Tượng Thất Truyền (Tái Bản 2020),Dan Brown,239000,144400,Truyện trinh thám,1722,4.8,371,756.00,Nhà Xuất Bản Lao Động
54616131,Tử Huyệt Cảm Xúc,Roy Garn,168000,134000,Sách tư duy - Kỹ năng sống,,0,0,396.00,Nhà Xuất Bản Hà Nội
194104230,Gió Lẻ Và 9 Câu Chuyện Khác,Nguyễn Ngọc Tư,90000,71900,Truyện ngắn - Tản văn - Tạp Văn Việt Nam,143,4.7,11,166.00,NXB Trẻ
3529957,i-Learn Smart World 8 Workbook,,82000,77900,Đại Trường Phát Educations,211,5,34,,Nhà Xuất Bản Đại Học Sư Phạm TPHCM
520330,Đất Máu Sicily (Mario Puzo),Mario Puzo,120000,81500,Tác Phẩm Kinh Điển Nước Ngoài,3986,4.8,426,488.00,Nhà Xuất Bản Văn Học
981942,Combo Kích Thích Phát Triển Thị Giác Cho Bé ( Trọn Bộ 6 Cuốn ),21st Century,180000,135000,Kiến thức - Bách khoa,5184,4.8,412,,Nhà Xuất Bản Kim Đồng
29830245,Thuật Thôi Miên Trong Giao Tiếp,Hiroyuki Ishii,108000,70300,Sách tiếng Việt,1444,4.8,196,228.00,Nhà Xuất Bản Dân Trí
122848364,EQ - Từ Âm Vô Cực Đến Dương Vô Cùng,Nao Takayama,159000,116000,Sách tư duy - Kỹ năng sống,286,4.8,46,250.00,Nhà Xuất Bản Thanh Niên
59043891,Hố (Louis Sachar)(Tái Bản 2020),Louis Sachar,72000,53900,Sách tiếng Việt,1138,5,186,235.00,Nhà Xuất Bản Hội Nhà Văn
185243205,Tiếng Anh 10 Bright Student's Book (Sách học sinh),,69000,69000,ELTs,417,5,30,,Nhà Xuất Bản Đại Học Huế
107034694,Gọt Chì Mini Deli - Xanh Lá/Xanh Dương/Hồng/Vàng - 1 chiếc - E0531 - Màu ngẫu nhiên,,5400,3000,Gôm tẩy chì,2956,5,69,,
184781427,Những Câu Hỏi Lớn Từ Người Phàm Trần Tí Hon Về Cái Chết,Caitlin Doughty,79000,63000,Root,21,0,0,178.00,Nhà Xuất Bản Thanh Niên
185653966,Tâm Lý Học Đám Đông,Gustave Le Bon,149000,119200,Root,27,4.8,6,,Nhà Xuất Bản Thế Giới
57870430,Trò Chuyện Với Thượng Đế (Tặng Kèm 01 Bookmark Một Mặt),Mitsuro Sato,159000,104000,Nghệ thuật sống,1194,5,197,464.00,Nhà Xuất Bản Thế Giới
149409114,"Bổ Được Cà Chua, Mở Được Tiệm Cơm; Bật Được Nắp Chai, Mở Được Quán Nhậu (Tái Bản)",Uno Takashi,105000,67750,Sách Marketing - Bán hàng ,476,4.3,33,232.00,Nhà Xuất Bản Dân Trí
57318113,Từ Điển Chính Tả Tiếng Việt ( Tác Phẩm Được Viện Ngôn Ngữ Học Thẩm Định),Văn Lang Culture Jsc,80000,54000,Sách tiếng Việt,318,4.6,54,800.00,Nhà Xuất Bản Hồng Đức
157019700,Thiệp chúc mừng sinh nhật 12x12 SDstationery SN2 STARRY họa tiết ngôi sao typography chữ viết tay đơn giản,,59400,59400,Nhà Sách Tiki,107,5,3,,
145144836,Sách Bóc Dán Dành Cho Bé Gái - Những Nàng Tiên Chăm Chỉ,Nhiều tác giả,55000,44000,Kiến thức - Bách khoa,,0,0,24.00,Nhà Xuất Bản Hà Nội
185786203,Hộp đựng răng sữa cho bé bằng gỗ - Hộp đựng răng sữa kỷ niệm cho bé,,60000,54000,Quà tặng trang trí khác,57,4.8,5,,
541248,Võ Nguyên Giáp - Những Năm Tháng Cuộc Đời (Tái Bản),Mai Ly - Kim Tuyến - Quang Khải - Vĩnh Thắng - An Vy,82000,65600,Nhà Sách Tiki,357,4.8,37,120.00,NXB Trẻ
77917794,Từ Nước Mắt Đến Nụ Cười - Tận Cùng Khổ Đau Đến Ngời Sáng Tâm Hồn,Marianne Williamson,148000,109000,Sách tiếng Việt,419,4.8,84,296.00,Nhà Xuất Bản Tổng hợp TP.HCM
32855400,Tâm Lý Học Đám Đông (Tái Bản) ( tặng kèm bookmark Sáng Tạo ),,149000,111650,Nhà Sách Tiki,163,4.8,30,,Nhà Xuất Bản Thế Giới
195306005,Nhà thờ Đức Bà Paris (Bìa Cứng),Victor Hugo,650000,474000,Tác Phẩm Kinh Điển Nước Ngoài,343,4.8,70,700.00,Nhà Xuất Bản Văn Học
192161603,Chú Thuật Hồi Chiến - Tập 5 - Bản Thường - Tặng Kèm Obi Và Thẻ Bo Góc Nhựa,Gege Akutami,30000,29100,Root,314,5,93,,Nhà Xuất Bản Kim Đồng
179547036,Bộ Sách Khởi Nghiệp Du Kích - Kinh Doanh Ít Vốn: Làm Thế Nào Để Khởi Động và Vận Hành Doanh Nghiệp Bằng Nguồn Vốn Hạn Hẹp,,567000,345000,Bài học kinh doanh,467,4.8,44,,Nhà Xuất Bản Đà Nẵng
169376042,Từ Điển Tiếng Việt Hoàng Phê (Tái Bản),GS. Hoàng Phê,495000,480200,Root,328,5,48,,Nhà Xuất Bản Hồng Đức
195291853,Kỳ Nghỉ Dưỡng Của Chàng Quý Tộc Ôn Hòa (Tập 3),Misaki,196000,98000,Light novel,153,5,29,636.00,Nhà Xuất Bản Thế Giới
102159092,36 KẾ VÀ 36 ĐỐI KẾ (72 Phép xử lý khó khăn trong cuộc đời & kinh doanh),Hầu Gia,280000,252000,Sách tư duy - Kỹ năng sống,787,4.7,105,384.00,Nhà Xuất Bản Khoa Học Xã Hội
15634596,Búp Sen Xanh (Tái Bản),Sơn Tùng,72000,72000,Truyện kể cho bé,76,4,4,364.00,Nhà Xuất Bản Kim Đồng
74362508,Thần Số Học Ứng Dụng,Joy Woodward,129000,96800,Thần Số Học - Nhân Số Học,1334,5,258,280.00,Nhà Xuất Bản Thanh Niên
581983,Việt Nam Sử Lược (Bản Đặc Biệt - Ấn Bản Kỉ Niệm 60 Năm NXB Kim Đồng),Trần Trọng Kim,250000,225000,Lịch Sử Việt Nam,,0,0,620.00,Nhà Xuất Bản Kim Đồng
77988131,Văn Học Kinh Điển - Thể Xác Và Tâm Hồn (Ấn Bản Phổ Thông - Bìa Cứng) [Tặng Kèm: Postcard + Bookmark],Maxence Van der Meersch,388000,270000,Tác Phẩm Kinh Điển Nước Ngoài,262,5,60,696.00,Nhà Xuất Bản Văn Học
92096347,Trở Về Từ Xứ Tuyết (Tái Bản),Nguyên Phong,92000,64500,Phật giáo,647,5,100,232.00,Nhà Xuất Bản Thế Giới
67120562,Đây Là Leonardo Da Vinci,Joost Keizer,150000,112000,Họa sĩ nổi tiếng,589,4.8,121,80.00,Nhà Xuất Bản Dân Trí
572247,Chiến Thắng Kì Thi 9 Vào 10 Chuyên Vật Lý (Tập 1),Trịnh Minh Hiệp,189000,113400,Root,1588,4.8,208,,Nhà Xuất Bản Thanh Niên
170490622,Người Điều Khiển Mê Cung,Donato Carrisi,128000,87100,Truyện trinh thám,432,5,80,320.00,Nhà Xuất Bản Phụ Nữ Việt Nam
147265098,Volume Profile - Góc nhìn từ người trong cuộc,,209000,209000,Nhà Sách Tiki,608,4.8,77,274.00,Nhà Xuất Bản Công Thương
47504724,Những Tấm Lòng Cao Cả (Tái Bản 2020),Edmondo De Amicis,90000,81000,Tác Phẩm Kinh Điển Việt Nam,82,5,10,332.00,Nhà Xuất Bản Văn Học
195801321,The One Thing - Điều Ý Nghĩa Nhất (Tái Bản 2022),Jay Papasan Gary Keller,119000,86800,Sách tư duy - Kỹ năng sống,1168,5,62,260.00,Nhà Xuất Bản Lao Động
195928317,"Hộp Bút Túi Đựng Bút Đồ Dùng Học Tập Đồ Dùng Cá Nhân Học Sinh Họa Tiết Vui Nhộn Deli -  Bóp Viết Phù Hợp Cho Học Sinh, Đựng Mĩ Phẩm - Màu Sắc Tươi Sáng",,81000,81000,"Nhựa, nhôm",174,4.7,25,,
104074530,"Tôi, Tương Lai Và Thế Giới (Tái Bản)",Nguyễn Phi Vân,160000,105000,Nhà Sách Tiki,805,4.7,84,380.00,Nhà Xuất Bản Thế Giới
52004412,D. Trump - Nghệ Thuật Đàm Phán (Tái bản 2020),Donald J.Trump & Tony Schwartz,109000,87100,Sách tiếng Việt,3781,4.8,488,328.00,NXB Trẻ
115702579,"Quảng Cáo Không Nói Láo - Sự Thật Về Quảng Cáo Dưới Góc Nhìn Khoa Học, Toàn Diện Và Thực Tiễn",Hồ Công Hoài Phương,195000,147000,Sách tiếng Việt,1090,4.8,174,348.00,Nhà Xuất Bản Dân Trí
71658956,Full Combo (Bộ 10 cuốn) Ehon Kỹ năng - Âm thanh - Nhận biết,,322000,167440,Sách tiếng Việt,1632,4.6,297,24.00,Nhà Xuất Bản Hà Nội
108130861,Tiếng Anh 1 i-Learn Smart Start - Notebook,Nguyễn Thị Ngọc Quyên,28000,28000,Sách Giáo Khoa Cấp 1,328,5,18,,Đại Học Sư Phạm TPHCM
76443018,Lược Sử Triết Học,Nigel Warburton,142000,107000,Nhà Sách Tiki,1717,4.8,324,300.00,Nhà Xuất Bản Thế Giới
94347312,Cái Cười Của Thánh Nhân (Ts Thu Giang)(Tái Bản),Thu Giang,105000,78000,Sách tiếng Việt,957,5,108,330.00,NXB Trẻ
69908762,Luyện viết chữ Hán Sơ cấp 1 (Theo Giáo trình Hán ngữ BOYA),,250000,250000,Sách tiếng Việt,305,4.7,44,206.00,ĐHQG Hà Nội
56819709,Thiền Chữa Lành Thân Và Tâm (Tái Bản 2020),Tulku Thondup,95000,68500,Sách tiếng Việt,768,4.8,103,286.00,Nhà Xuất Bản Hà Nội
67060014,Phát Triển Trí Tuệ Cảm Xúc - Con Được Là Chính Mình!,Jayneen Sanders,50000,37400,Sách tiếng Việt,1294,5,133,40.00,Nhà Xuất Bản Dân Trí
72511282,Bộ Sách Tự Xóa Thông Minh - Bé Học Toán Mỗi Ngày (5 -7 tuổi) (Tặng Kèm Bút Xóa),Nhiều tác giả,89000,62400,Sách tiếng Việt,1099,4.8,177,26.00,Nhà Xuất Bản Mỹ Thuật
150997930,Thế Giới Otome Game Thật Khắc Nghiệt Với Nhân Vật Quần Chúng - Tập 4,Mishima Yomu,179000,107000,Sách tiếng Việt,3201,4.7,1306,492.00,Nhà Xuất Bản Thế Giới
185909452,Điệp Viên Hoàn Hảo X6 (Bìa Mềm),Larry Berman,178000,128000,Root,538,5,67,392.00,Nhà Xuất Bản Hồng Đức
83757985,Cao Thủ “Đổi Đen Thay Trắng” - Tập 2 (Dành Cho 18+),Phong Thư Lưu Ngốc,149000,123700,Nhà Sách Tiki,167,5,83,460.00,Nhà Xuất Bản Hà Nội
186286174,Trại Hoa Vàng (Tái Bản 2022),Nguyễn Nhật Ánh,50000,37100,Truyện ngắn - Tản văn - Tạp Văn Việt Nam,434,4.6,42,292.00,NXB Trẻ
69764547,Hẹn Nhau Phía Sau Tan Vỡ,An ,86000,61800,Sách tiếng Việt,6724,4.8,1430,232.00,Nhà Xuất Bản Phụ Nữ Việt Nam
68580163,Sổ Tay Học Nhanh Toàn Diện Kiến Thức Và Dạng Bài Hóa Học Lớp  10 - 11 - 12,Trần Thị Yến,119000,97600,Sách tiếng Việt,97,5,33,352.00,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội
71092794,Thanh Gươm Diệt Quỷ - Tập 18: Kí Ức Trỗi Dậy,Koyoharu Gotouge,25000,24300,Sách tiếng Việt,673,5,177,192.00,Nhà Xuất Bản Kim Đồng
63516905,Boxset 4 Cuốn: Cá Voi Đêm Bão Và Những Câu Chuyện Khác…,Benji Davies,200000,150000,Root,763,5,92,128.00,Nhà Xuất Bản Kim Đồng
16391543,Cha Voi - Dạy Con Nên Người Ở Thời Đại Số,Trương Nguyện Thành,150000,94800,Nhà Sách Tiki,5137,5,284,332.00,Nhà Xuất Bản Dân Trí
184283143,Combo 10 bìa nút túi hồ sơ tài liệu A4 loại dày màu tự chọn Deli - Phù hợp học sinh văn phòng - EF10412 / EF10432 / EF10442 / EF10452 / EF10462 / EF10472,,27000,15000,Bìa nút,437,4.5,26,,
193433940,Tập luyện cổ họng – 5 phút 1 ngày giúp kéo dài 10 năm tuổi thọ,Otani Yoshio,79000,51350,Sách Y Học Hiện Đại,389,4.6,22,184.00,Nhà Xuất Bản Công Thương
195801673,Khoa Học Khám Phá - Vũ Trụ Trong Vỏ Hạt Dẻ (Tái Bản 2022),Stephen Hawking,108000,69100,Kiến Thức Bách Khoa,642,5,76,254.00,NXB Trẻ
188533804,Chuyện Dài Thành Chuyện Ngắn,Lisa Brown,115000,104000,Truyện ngắn - Tản văn - Tạp Văn Nước Ngoài,,0,0,76.00,Nhà Xuất Bản Dân Trí
75630589,"Tốc Độ Của Niềm Tin (The Speed Of Trust: The One Thing That Changes Everything) - Stephen M. R. Covey, Rebecca R. Merrill - PACE Books",Stephen M. R. Covey,175000,148750,Sách tư duy - Kỹ năng sống,343,5,22,412.00,Nhà Xuất Bản Tổng hợp TP.HCM
173357306,Sách 7 Thói Quen Tạo Gia Đình Hạnh Phúc,Stepphen R. Covey,168000,121000,Root,271,5,26,512.00,Nhà Xuất Bản Tổng hợp TP.HCM
18002162,Sách Thiếu Nhi - Truyện Tranh Mây Trắng và hành trình giải cứu Trái đất ,,35000,30000,Sách tiếng Việt,503,4.7,62,,
186267247,Shaman King 11,Hiroyuki Takei,35000,26250,"Truyện Tranh, Manga, Comic",295,5,38,206.00,NXB Trẻ
148937423,Sách: Vì Sao Đơn Giản Lại Hiệu Quả,,130000,104000,Sách kỹ năng làm việc,125,4.7,15,392.00,Nhà Xuất Bản Thanh Niên
109982968,Albert Einstein - Tuổi Thơ Gian Khó Và Cuộc Đời Khoa Học Vĩ Đại,Rasmus Hoài Nam,55000,35750,Kiến thức - Bách khoa,423,4.8,65,158.00,Nhà Xuất Bản Thanh Niên
164273180,Dệt Nên Sự Sống: Khám Phá Bí Mật Cứu Tinh Của Thế Giới Tự Nhiên,Anne Sverdrup,119000,65400,Sách tiếng Việt,170,5,28,368.00,Nhà Xuất Bản Thế Giới
966503,Tuần Của Bé - Bé Lắng Nghe,Minh Tâm,23000,11500,Root,419,5,41,24.00,Nhà Xuất Bản Văn Học
716891,Mom's Letters: Alphabet,Lương Thị Diễm Hồng,18000,18000,Sách tiếng Việt,354,5,30,32.00,Nhà Xuất Bản Mỹ Thuật
8306438,Combo Lược Sử Thời Gian và Vũ Trụ Trong Vỏ Hạt Dẻ,Stephen Hawking,223000,200700,Sách tiếng Việt,318,5,52,538.00,
16284262,Tuổi Thơ Dữ Dội - Tập 2 (Tái Bản 2019),Phùng Quán,80000,52000,Truyện kể cho bé,242,5,46,400.00,
93249305,Tư Duy Nhanh Và Chậm (Bản mới nhất 2020),Daniel Kahneman,269000,201000,Bài học kinh doanh,937,4.8,189,612.00,Nhà Xuất Bản Thế Giới
196853079,Búp Bê - Pháp Y Tần Minh,Pháp Y Tần Minh,189000,189000,Truyện trinh thám,74,5,16,448.00,Nhà Xuất Bản Văn Học
108261354,Tự Học Ngữ pháp Tiếng Anh Bằng Mindmap Tập 1,Vy Ngọc,145000,106000,Ngữ pháp Tiếng Anh,461,5,70,188.00,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội
75615221,Combo 3 Cuốn Sách Ehon: Ai Giấu Cái Gì Đó (Dành Cho Trẻ Từ 0 - 4 Tuổi),Fuku Mitsu,117000,95940,Truyện tranh Ehon,24,5,4,84.00,Nhà Xuất Bản Lao Động Xã Hội
2782635,Nghệ Thuật Quản Lý Tài Chính Cá Nhân,Brian Tracy,159000,111300,Sách tiếng Việt,522,4.7,40,324.00,Nhà Xuất Bản Lao Động
181699638,Đất Tiền Đất Bạc,Mario Puzo,150000,103000,Tiểu Thuyết Phương Tây,378,4.7,79,380.00,Nhà Xuất Bản Văn Học
57708766,Kẻ trừng phạt (Tái Bản 2020),Vi Nhất Đồng,125000,62500,Sách tiếng Việt,353,4.6,68,388.00,Nhà Xuất Bản Văn Học
76181976,Hậu Vận Rất Đắt Xin Đừng Lãng Phí,Mèo Maverick,129000,83800,Sách tiếng Việt,4642,4.8,915,264.00,Nhà Xuất Bản Thế Giới
196201375,Sách - Bình Yên Trong Bão Tố,Tuệ An,225000,225000,Sách Hôn Nhân - Giới Tính,661,4.7,59,268.00,Nhà Xuất Bản Hồng Đức
173093879,"Liễu Phàm Tứ Huấn - Tích Tập Phúc Đức, Cải Tạo Vận Mênh (Tái Bản 2022)",Liễu Phàm,59000,45500,Phật giáo,1403,5,116,,Nhà Xuất Bản Lao Động
62373311,Nồi Niêu Xoong Chảo - Sổ Tay Bếp Núc Của Tôi (Sách Màu),Lăng Vi,120000,85600,Sách tiếng Việt,403,4.7,74,125.00,Nhà Xuất Bản Dân Trí
105614631,"Kéo mini tiện lợi 105mm Deli - 5 màu Đen/ Xanh/ Hồng/ Trắng - Dành cho văn phòng, học sinh, sắc bén - 6072",,45000,25000,Kéo,537,4.8,100,,
91625816,Trên Đỉnh Phố Wall (Tái bản 2021),John Rothchild,219000,155000,Sách tiếng Việt,846,5,114,572.00,Nhà Xuất Bản Lao Động
2583037,Series Địch Công Kỳ Án: Ngự Châu Án,Robert Van Gulick,99000,49500,Sách tiếng Việt,340,5,27,324.00,Nhà Xuất Bản Văn Học
11475738,Combo 2 Cuốn: Kế Toán Tài Chính (Tập 1 & 2),Trần Xuân Nam (Maastricht MBA),750000,495000,Kế toán,577,4.8,91,1360.00,Nhà Xuất Bản Tài Chính
43665704,Combo Chiến thắng kì thi 9 vào 10 chuyên môn Vật Lí( Tập 1 - Tập 2),,358000,204000,Sách tiếng Việt,1840,4.7,328,810.00,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội
170352757,Người Sống Cũng Phải Hồi Sinh,Tánh Pháp (Soul),129000,83900,Nhà Sách Tiki,883,5,82,380.00,Nhà Xuất Bản Hà Nội
73176340,Combo 10 cuốn Truyện Ngụ ngôn Aesop Song ngữ - Truyện kể mầm non (giao ngẫu nhiên), ,120000,62400,Truyện kể cho bé,1024,4.8,163,16.00,Nhà Xuất Bản Đồng Nai
44911496,Little Stories - The Best Book For Your Leisure Time,Claire Luong,65000,42300,Sách học tiếng anh - khác,790,5,125,192.00,Nhà Xuất Bản Đà Nẵng
52805069,Những Vị Thần Bắc Âu,Ingri mortenson,175000,122000,Lịch Sử Thế Giới,341,5,54,166.00,Nhà Xuất Bản Hà Nội
173718231,Combo 2 Cuốn Luyện viết Lớp 1 - Chương trình SGK Cánh diều,,60000,60000,Sách Giáo Khoa Cấp 1,67,5,5,60.00,Nhà Xuất Bản Hà Nội
66398385,Hành Trình Sinh Tử,Dzongsar Jamyang Khyentse,109000,76300,Tôn Giáo - Tâm Linh Khác,587,4.8,86,340.00,Nhà Xuất Bản Hà Nội
191571444,Anh Em Phi Hành Gia - Tập 30,Chuya Koyama,45000,42700,"Truyện Tranh, Manga, Comic",307,5,32,200.00,NXB Trẻ
27639410,Toán Song Ngữ Tiền Tiểu Học - Sách Học 3,Sasbadi Group,36000,35900,Sách tiếng Việt,107,5,5,30.00,Nhà Xuất Bản Hà Nội
27639420,Toán Song Ngữ Tiền Tiểu Học - Sách Học 2,Sasbadi Group,36000,32300,Sách tiếng Việt,111,5,5,30.00,Nhà Xuất Bản Hà Nội
34750208,Ngụ Ngôn Song Ngữ Anh - Việt: Con Quạ Thông Minh (Tái Bản 2019), Cloud Pillow,28000,16800,Sách tiếng Việt,327,5,35,,Nhà Xuất Bản Phụ Nữ
157195845,Tâm Lý Học Nhận Thức (Tặng kèm bookmark),Tô Thính Phong,96000,47900,Sách Tâm Lý Tuổi Teen,580,4.8,78,240.00,Nhà Xuất Bản Dân Trí
31993279,4000 Từ Vựng Tiếng Anh Thường Dùng Nhất (Kèm CD Hoặc File MP3),Ian Crews,248000,174000,Từ Vựng Tiếng Anh,488,4.7,66,576.00,Nhà Xuất Bản Tổng hợp TP.HCM
90480255,Sách - Lão Tử Đạo Đức kinh - Nguyễn Hiến Lê ( Tuyển Tập Bách Gia Tranh Minh),Nguyễn Hiến Lê,159000,111300,Danh nhân Nước Ngoài,241,4.8,13,296.00,Nhà Xuất Bản Hồng Đức
193895765,Lập Kế Hoạch Công Việc chu Trình PDCA (Tái Bản),Yoshiki Nakazaku,149000,109000,Sách tư duy - Kỹ năng sống,124,5,9,296.00,Nhà Xuất Bản Công Thương
176132390,Truyện Thiếu Nhi Hạt Giống Tâm Hồn - Lễ Tạ Ơn,First News Tổng Hợp,56000,44600,Truyện kể cho bé,,0,0,64.00,Nhà Xuất Bản Dân Trí
189940682,Hãy Sống Cuộc Đời Như Bạn Muốn  (Tái bản),Pam Grout,99000,74200,Sách Luyện Thi Đại Học - Cao Đẳng,91,4.5,2,216.00,Nhà Xuất Bản Thế Giới
185415267,Bút gel B màu Pastel Thiên Long Flexoffice Pazto FO-GELB039/VN - Mực xanh (5 cây),,50000,41000,Bút - Viết các loại,275,4.5,40,,
194959710,Đâu Chỉ Độc Mình Tôi Đơn Độc,Jean-Louis Fournier,88000,66100,Tiểu Thuyết Phương Tây,117,5,15,178.00,Nhà Xuất Bản Hội Nhà Văn
